,image_id,filepath,class_id,is_train,class_name,images_filepath,resized_path
10,11,001.Black_footed_Albatross/Black_Footed_Albatross_0023_796059.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0023_796059.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0023_796059.jpg
11,12,001.Black_footed_Albatross/Black_Footed_Albatross_0086_796062.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0086_796062.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0086_796062.jpg
12,13,001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg
13,14,001.Black_footed_Albatross/Black_Footed_Albatross_0006_796065.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0006_796065.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0006_796065.jpg
14,15,001.Black_footed_Albatross/Black_Footed_Albatross_0040_796066.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0040_796066.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0040_796066.jpg
15,16,001.Black_footed_Albatross/Black_Footed_Albatross_0016_796067.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0016_796067.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0016_796067.jpg
16,17,001.Black_footed_Albatross/Black_Footed_Albatross_0065_796068.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0065_796068.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0065_796068.jpg
17,18,001.Black_footed_Albatross/Black_Footed_Albatross_0089_796069.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0089_796069.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0089_796069.jpg
18,19,001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.jpg
19,20,001.Black_footed_Albatross/Black_Footed_Albatross_0067_170.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0067_170.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0067_170.jpg
20,21,001.Black_footed_Albatross/Black_Footed_Albatross_0060_796076.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0060_796076.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0060_796076.jpg
21,22,001.Black_footed_Albatross/Black_Footed_Albatross_0090_796077.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0090_796077.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0090_796077.jpg
22,23,001.Black_footed_Albatross/Black_Footed_Albatross_0056_796078.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0056_796078.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0056_796078.jpg
23,24,001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg
24,25,001.Black_footed_Albatross/Black_Footed_Albatross_0008_796083.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0008_796083.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0008_796083.jpg
25,26,001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg
26,27,001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg
27,28,001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.jpg
28,29,001.Black_footed_Albatross/Black_Footed_Albatross_0026_796095.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0026_796095.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0026_796095.jpg
29,30,001.Black_footed_Albatross/Black_Footed_Albatross_0080_796096.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0080_796096.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0080_796096.jpg
30,31,001.Black_footed_Albatross/Black_Footed_Albatross_0047_796064.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0047_796064.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0047_796064.jpg
31,32,001.Black_footed_Albatross/Black_Footed_Albatross_0017_796098.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0017_796098.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0017_796098.jpg
32,33,001.Black_footed_Albatross/Black_Footed_Albatross_0064_796101.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0064_796101.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0064_796101.jpg
33,34,001.Black_footed_Albatross/Black_Footed_Albatross_0076_417.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0076_417.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0076_417.jpg
34,35,001.Black_footed_Albatross/Black_Footed_Albatross_0019_796104.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0019_796104.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0019_796104.jpg
35,36,001.Black_footed_Albatross/Black_Footed_Albatross_0057_796106.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0057_796106.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0057_796106.jpg
36,37,001.Black_footed_Albatross/Black_Footed_Albatross_0041_796108.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0041_796108.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0041_796108.jpg
37,38,001.Black_footed_Albatross/Black_Footed_Albatross_0053_796109.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0053_796109.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0053_796109.jpg
38,39,001.Black_footed_Albatross/Black_Footed_Albatross_0001_796111.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0001_796111.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0001_796111.jpg
39,40,001.Black_footed_Albatross/Black_Footed_Albatross_0071_796113.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0071_796113.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0071_796113.jpg
40,41,001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg
41,42,001.Black_footed_Albatross/Black_Footed_Albatross_0032_796115.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0032_796115.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0032_796115.jpg
42,43,001.Black_footed_Albatross/Black_Footed_Albatross_0038_212.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0038_212.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0038_212.jpg
43,44,001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.jpg
44,45,001.Black_footed_Albatross/Black_Footed_Albatross_0082_796121.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0082_796121.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0082_796121.jpg
45,46,001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.jpg
46,47,001.Black_footed_Albatross/Black_Footed_Albatross_0050_796125.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0050_796125.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0050_796125.jpg
47,48,001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.jpg
48,49,001.Black_footed_Albatross/Black_Footed_Albatross_0036_796127.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0036_796127.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0036_796127.jpg
49,50,001.Black_footed_Albatross/Black_Footed_Albatross_0045_796129.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0045_796129.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0045_796129.jpg
50,51,001.Black_footed_Albatross/Black_Footed_Albatross_0039_796132.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0039_796132.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0039_796132.jpg
51,52,001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.jpg
52,53,001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg
53,54,001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg
54,55,001.Black_footed_Albatross/Black_Footed_Albatross_0007_796138.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0007_796138.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0007_796138.jpg
55,56,001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.jpg
56,57,001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.jpg
57,58,001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141.jpg
58,59,001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074.jpg,1,0,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074.jpg
59,60,001.Black_footed_Albatross/Black_Footed_Albatross_0081_426.jpg,1,1,001.Black_footed_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0081_426.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\001.Black_footed_Albatross/Black_Footed_Albatross_0081_426.jpg
60,61,002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,2,0,002.Laysan_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg
61,62,002.Laysan_Albatross/Laysan_Albatross_0003_1033.jpg,2,1,002.Laysan_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/002.Laysan_Albatross/Laysan_Albatross_0003_1033.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\002.Laysan_Albatross/Laysan_Albatross_0003_1033.jpg
62,63,002.Laysan_Albatross/Laysan_Albatross_0082_524.jpg,2,0,002.Laysan_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/002.Laysan_Albatross/Laysan_Albatross_0082_524.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\002.Laysan_Albatross/Laysan_Albatross_0082_524.jpg
63,64,002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,2,1,002.Laysan_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg
64,65,002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg,2,0,002.Laysan_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg
65,66,002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg,2,1,002.Laysan_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg
66,67,002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,2,1,002.Laysan_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg
67,68,002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,2,0,002.Laysan_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg
68,69,002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,2,1,002.Laysan_Albatross,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg
